date,OT,cdr_pump,cdr_fan1,fre1_fan5,cpr3,cpr1,fre1_fan3,cpr2
2024/3/26 0:00,52.54285857,0.142857143,0,0.285714286,7.142857143,28.57142857,0.285714286,7.142857143
2024/3/26 1:00,67.42857143,0.142857143,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,21.42857143
2024/3/26 2:00,51.37142714,0.142857143,0,0.142857143,14.28571429,25,0.142857143,7.142857143
2024/3/26 3:00,91.37142857,0.428571429,0.285714286,0.142857143,14.28571429,42.85714286,0.428571429,21.42857143
2024/3/26 4:00,57.74285571,0.142857143,0.142857143,0.285714286,28.57142857,3.571428571,0,17.85714286
2024/3/26 5:00,54.30000167,0.166666667,0,0.166666667,8.333333333,16.66666667,0.166666667,25
2024/3/26 6:00,51.14285714,0.285714286,0,0.142857143,10.71428571,14.28571429,0.142857143,21.42857143
2024/3/26 7:00,39,0.142857143,0,0.142857143,14.28571429,0,0.142857143,14.28571429
2024/3/26 8:00,71.71428571,0.285714286,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,28.57142857
2024/3/26 9:00,68.11428429,0.285714286,0.142857143,0.285714286,14.28571429,25,0.285714286,14.28571429
2024/3/26 10:00,80.94286,0.428571429,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,25
2024/3/26 11:00,79.74285857,0.285714286,0.142857143,0.285714286,32.14285714,14.28571429,0.285714286,14.28571429
2024/3/26 12:00,92.65714571,0.428571429,0.142857143,0.285714286,28.57142857,32.14285714,0.285714286,28.57142857
2024/3/26 13:00,47.48571571,0.285714286,0,0.142857143,14.28571429,28.57142857,0.142857143,0
2024/3/26 14:00,203.77143,0.857142857,0.714285714,0.857142857,85.71428571,78.57142857,0.857142857,71.42857143
2024/3/26 15:00,248.97143,1,1,1,100,100,1,100
2024/3/26 16:00,135.1714271,0.571428571,0.428571429,0.428571429,42.85714286,57.14285714,0.428571429,46.42857143
2024/3/26 17:00,90.28571714,0.571428571,0.142857143,0.142857143,21.42857143,21.42857143,0.142857143,39.28571429
2024/3/26 18:00,116.6571443,0.714285714,0.142857143,0.142857143,21.42857143,50,0.142857143,46.42857143
2024/3/26 19:00,101.1428586,0.571428571,0.285714286,0.285714286,21.42857143,57.14285714,0.285714286,14.28571429
2024/3/26 20:00,87.77143143,0.428571429,0.285714286,0.285714286,10.71428571,35.71428571,0.285714286,21.42857143
2024/3/26 21:00,64.17142857,0.285714286,0.142857143,0,28.57142857,7.142857143,0.142857143,14.28571429
2024/3/26 22:00,71.51428429,0.285714286,0.285714286,0.285714286,14.28571429,28.57142857,0.285714286,17.85714286
2024/3/26 23:00,57.22857286,0.285714286,0,0.142857143,10.71428571,14.28571429,0.285714286,17.85714286
2024/3/27 0:00,36.08571429,0.142857143,0,0,10.71428571,14.28571429,0,0
2024/3/27 1:00,70.05714429,0.428571429,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,21.42857143
2024/3/27 2:00,67.54285857,0.428571429,0.142857143,0.285714286,14.28571429,25,0.285714286,25
2024/3/27 3:00,48.54285714,0.142857143,0.142857143,0.142857143,14.28571429,14.28571429,0.142857143,10.71428571
2024/3/27 4:00,33.11428571,0.142857143,0,0.142857143,10.71428571,0,0.142857143,14.28571429
2024/3/27 5:00,54.05714429,0.285714286,0.142857143,0.142857143,14.28571429,25,0.142857143,7.142857143
2024/3/27 6:00,77.05714286,0.571428571,0.142857143,0.285714286,14.28571429,32.14285714,0.285714286,17.85714286
2024/3/27 7:00,68.34285714,0.285714286,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,14.28571429
2024/3/27 8:00,51.71428429,0.285714286,0,0.142857143,14.28571429,17.85714286,0.142857143,3.571428571
2024/3/27 9:00,106.1714286,0.571428571,0.285714286,0.142857143,14.28571429,57.14285714,0.142857143,28.57142857
2024/3/27 10:00,88.05714286,0.571428571,0.428571429,0.285714286,21.42857143,28.57142857,0.285714286,21.42857143
